Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken,pick_time,distance
28.0,4.7,Sandstorms,Jam,2,Drinks,scooter,3.0,No,Metropolitian,39,19,14.153
34.0,5.0,Stormy,Low,2,Buffet,scooter,2.0,No,Metropolitian,21,10,3.145
21.0,4.1,Sunny,Jam,0,Drinks,motorcycle,3.0,No,Urban,45,19,8.936
32.0,4.6,Windy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,28,21,7.863
20.0,5.0,Sunny,Low,0,Meal,motorcycle,2.0,No,Metropolitian,17,10,1.537
24.0,4.7,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,34,20,9.122
27.0,4.4,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,33,20,14.153
23.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,19,13.583
29.0,4.8,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,34,20,10.587
24.0,4.0,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,39,21,12.099
23.0,4.9,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,37,18,20.181
33.0,4.6,Sunny,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,17,21,9.327
31.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,22,22,10.906
32.0,4.8,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,21,24,4.538
26.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,10,1.573
39.0,5.0,Sunny,Low,1,Snack,scooter,2.0,No,Metropolitian,25,23,12.254
23.0,4.9,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,16,23,10.866
37.0,5.0,Windy,Low,0,Buffet,motorcycle,2.0,No,Urban,28,22,19.616
37.0,4.9,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,22,10,1.532
26.0,4.8,Sandstorms,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,22,18,4.611
28.0,4.3,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,36,21,13.621
29.0,4.4,Windy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,23,23,9.178
33.0,4.0,Cloudy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,42,22,13.83
28.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,46,20,9.435
24.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,2.0,No,Urban,17,23,12.42
28.0,4.9,Windy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,24,19,13.788
22.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Urban,23,15,6.218
35.0,4.9,Sandstorms,Low,1,Buffet,scooter,2.0,No,Metropolitian,29,8,3.105
36.0,4.5,Sunny,Medium,1,Snack,scooter,2.0,No,Metropolitian,21,17,4.658
23.0,4.5,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,15,18,4.718
38.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,20,11.917
35.0,4.9,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,38,19,11.008
34.0,4.3,Fog,Low,0,Snack,motorcycle,2.0,No,Urban,40,23,10.906
28.0,4.7,Cloudy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,23,23,10.588
35.0,3.8,Stormy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,35,18,17.298
28.0,4.7,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,22,23,7.79
38.0,4.8,Fog,Medium,2,Snack,scooter,1.0,No,Urban,16,18,9.057
21.0,4.6,Sunny,High,1,Meal,motorcycle,1.0,No,Urban,10,12,3.105
39.0,4.9,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,23,7.863
32.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,48,19,4.465
20.0,4.6,Sunny,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,22,20,19.689
20.0,4.5,Windy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,20,9,3.064
22.0,4.6,Sunny,Medium,1,Buffet,motorcycle,2.0,No,Urban,12,19,10.427
31.0,5.0,Sandstorms,Low,2,Meal,scooter,2.0,No,Metropolitian,25,23,10.868
32.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,39,17,13.681
25.0,5.0,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Urban,19,17,16.66
35.0,4.6,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,21,19,9.22
35.0,4.4,Fog,Jam,1,Meal,motorcycle,2.0,No,Urban,44,21,10.906
38.0,4.8,Sunny,Medium,2,Snack,scooter,2.0,No,Metropolitian,19,17,7.763
27.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,29,17,10.756
20.0,4.7,Windy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,25,21,12.258
24.0,4.7,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,36,20,19.363
35.0,4.9,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,36,23,13.99
21.0,4.8,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,26,22,7.762
22.0,4.7,Fog,Jam,1,Snack,motorcycle,2.0,No,Urban,31,21,4.494
22.0,4.8,Sunny,Medium,1,Drinks,scooter,2.0,No,Metropolitian,16,19,7.79
33.0,4.9,Fog,Low,2,Snack,motorcycle,2.0,No,Urban,16,22,4.674
22.0,5.0,Windy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,16,23,12.161
28.0,4.9,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,15,22,7.79
21.0,5.0,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,34,18,14.153
33.0,3.8,Fog,Low,2,Buffet,scooter,3.0,No,Urban,39,23,10.589
23.0,4.6,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,17,18,16.639
25.0,4.5,Fog,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,16,9,1.52
28.0,4.8,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,13,21,20.206
32.0,4.6,Fog,Medium,2,Snack,scooter,2.0,No,Urban,15,17,4.477
38.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,2.0,No,Metropolitian,27,8,2.93
20.0,4.7,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,15,6.04
27.0,4.3,Windy,High,0,Meal,motorcycle,1.0,No,Urban,31,12,6.232
21.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16,23,4.718
29.0,4.7,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Urban,33,21,20.254
35.0,4.0,Stormy,High,0,Meal,motorcycle,2.0,No,Metropolitian,31,11,1.558
22.0,4.9,Fog,High,2,Snack,scooter,2.0,No,Metropolitian,26,14,6.038
30.0,4.7,Sunny,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,23,18,4.53
39.0,4.6,Stormy,Low,1,Buffet,scooter,2.0,No,Metropolitian,22,9,1.558
22.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,18,23,7.546
27.0,4.9,Windy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,28,20,7.763
26.0,4.8,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,44,20,11.72
26.0,4.8,Windy,Medium,0,Drinks,motorcycle,3.0,No,Metropolitian,39,17,10.565
31.0,4.7,Sunny,Medium,2,Drinks,scooter,2.0,No,Urban,27,18,13.99
30.0,4.6,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,23,16.386
31.0,4.0,Cloudy,High,2,Drinks,motorcycle,2.0,No,Metropolitian,38,11,1.469
35.0,4.7,Sunny,High,2,Drinks,scooter,2.0,No,Metropolitian,20,11,1.509
37.0,4.7,Sunny,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,38,24,10.587
39.0,4.9,Stormy,Low,1,Meal,scooter,2.0,No,Metropolitian,29,9,1.515
27.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,34,18,12.294
32.0,4.7,Sunny,Low,1,Drinks,scooter,2.0,No,Urban,16,8,1.469
28.0,4.7,Sandstorms,Medium,2,Buffet,motorcycle,2.0,No,Metropolitian,20,17,7.573
25.0,4.2,Sunny,High,0,Buffet,motorcycle,3.0,No,Metropolitian,51,13,6.05
30.0,4.6,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20,16.659
21.0,4.8,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,21,21,12.108
39.0,4.9,Cloudy,Medium,2,Meal,scooter,2.0,No,Metropolitian,38,17,17.298
27.0,4.6,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,18,9,1.49
21.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,28,20,13.612
31.0,4.8,Fog,High,0,Drinks,motorcycle,2.0,No,Urban,32,14,6.129
27.0,4.8,Windy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,28,18,4.561
37.0,4.8,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,18,7.563
34.0,4.8,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,31,21,7.66
21.0,4.7,Sandstorms,Low,0,Meal,motorcycle,2.0,No,Metropolitian,20,23,11.008
20.0,4.7,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,26,9,3.104
20.0,4.9,Windy,Medium,1,Buffet,motorcycle,1.0,No,Urban,22,18,13.99
24.0,4.9,Sunny,High,1,Snack,motorcycle,2.0,No,Urban,18,14,6.059
39.0,4.8,Sunny,High,0,Meal,motorcycle,2.0,No,Urban,22,11,3.059
38.0,4.9,Sunny,Low,0,Drinks,motorcycle,2.0,No,Urban,27,24,4.682
23.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,29,17,12.418
36.0,4.6,Stormy,High,0,Meal,motorcycle,2.0,No,Metropolitian,48,14,6.059
34.0,3.8,Stormy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,37,21,10.711
36.0,4.8,Stormy,High,1,Buffet,motorcycle,2.0,No,Metropolitian,26,14,6.037
25.0,4.4,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,39,18,12.21
28.0,4.8,Sunny,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,12,21,12.1
34.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,9,3.059
30.0,4.2,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,32,22,9.121
20.0,4.6,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,27,17,12.161
21.0,4.7,Windy,Low,2,Buffet,scooter,2.0,No,Metropolitian,19,22,12.418
34.0,4.9,Windy,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,26,23,7.653
39.0,4.8,Cloudy,Jam,2,Drinks,motorcycle,3.0,No,Metropolitian,37,20,20.254
24.0,4.1,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,31,19,16.636
29.0,5.0,Cloudy,High,2,Drinks,motorcycle,2.0,No,Metropolitian,22,12,3.105
26.0,4.7,Sunny,High,2,Meal,scooter,1.0,No,Metropolitian,12,12,6.081
26.0,4.8,Stormy,Medium,2,Snack,scooter,2.0,No,Metropolitian,23,18,9.435
34.0,4.6,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,30,21,19.975
28.0,4.6,Fog,Low,2,Meal,scooter,2.0,No,Metropolitian,22,22,11.917
34.0,4.7,Fog,Low,1,Buffet,scooter,2.0,No,Metropolitian,19,22,9.076
38.0,4.2,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,31,21,9.348
21.0,4.5,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,17,22,4.674
21.0,4.5,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,15,19,10.924
24.0,4.7,Windy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,22,9,3.027
26.0,4.6,Sandstorms,High,0,Snack,motorcycle,2.0,No,Metropolitian,39,11,1.509
30.0,4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,18,12.257
31.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,47,19,20.852
26.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,11,23,4.561
32.0,4.3,Windy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,42,20,16.601
26.0,4.8,Cloudy,Low,1,Buffet,scooter,2.0,No,Metropolitian,26,23,10.279
22.0,4.7,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,17,10,1.553
24.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,14,20,20.178
25.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,16,16,6.059
26.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,26,17,7.79
26.0,4.7,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,16,12,1.529
23.0,4.7,Stormy,Medium,1,Buffet,scooter,2.0,No,Urban,21,17,6.036
20.0,4.9,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,11,2.98
22.0,4.9,Windy,High,2,Meal,scooter,2.0,No,Metropolitian,21,11,2.996
39.0,4.9,Sunny,Medium,0,Buffet,motorcycle,2.0,No,Urban,28,15,6.122
39.0,4.2,Windy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,32,10,1.49
35.0,4.4,Sandstorms,Low,0,Meal,motorcycle,2.0,No,Metropolitian,24,10,3.105
22.0,5.0,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,23,20,10.757
33.0,4.7,Sandstorms,Jam,1,Buffet,scooter,2.0,No,Metropolitian,26,21,9.178
22.0,4.7,Sandstorms,Medium,1,Snack,scooter,2.0,No,Metropolitian,29,18,9.056
35.0,4.4,Sandstorms,Low,0,Snack,motorcycle,2.0,No,Urban,29,10,3.116
35.0,4.1,Stormy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,29,9,1.509
27.0,4.9,Cloudy,Medium,1,Drinks,scooter,2.0,No,Urban,11,15,6.147
24.0,4.6,Fog,High,2,Snack,scooter,2.0,No,Metropolitian,21,13,6.147
33.0,4.7,Sandstorms,High,0,Drinks,motorcycle,2.0,No,Metropolitian,46,12,6.129
22.0,4.7,Sunny,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,28,18,19.762
25.0,4.8,Windy,Jam,2,Buffet,motorcycle,2.0,No,Urban,24,20,12.293
20.0,4.6,Sandstorms,High,1,Buffet,motorcycle,2.0,No,Metropolitian,18,15,5.962
24.0,4.7,Fog,Medium,1,Snack,scooter,2.0,No,Metropolitian,32,17,17.298
30.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,43,21,20.068
24.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,19,16.647
22.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,9,1.49
28.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,19,18,9.122
32.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,20,9.22
20.0,4.8,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,18,10.588
21.0,4.5,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,11,21,7.563
21.0,5.0,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,11,10,3.074
24.0,4.7,Cloudy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,23,22,7.547
27.0,4.7,Sandstorms,Jam,1,Meal,scooter,2.0,No,Metropolitian,25,21,12.117
20.0,4.8,Windy,Jam,1,Meal,motorcycle,2.0,No,Urban,15,21,12.117
32.0,4.8,Cloudy,Low,2,Buffet,scooter,2.0,No,Metropolitian,19,10,1.513
25.0,4.6,Sunny,Jam,2,Buffet,motorcycle,2.0,No,Urban,12,20,4.664
23.0,4.7,Stormy,Low,2,Meal,scooter,2.0,No,Urban,16,23,16.637
38.0,4.8,Sandstorms,Low,1,Drinks,scooter,2.0,No,Metropolitian,27,8,1.554
31.0,4.9,Sunny,Low,1,Snack,scooter,1.0,No,Urban,10,22,9.314
31.0,3.7,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,39,19,12.099
37.0,5.0,Sunny,Low,2,Meal,scooter,2.0,No,Metropolitian,19,24,7.761
22.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,15,22,4.538
26.0,4.7,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,23,7.601
27.0,4.7,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,31,20,4.658
28.0,4.8,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,23,20,9.348
20.0,4.2,Fog,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,38,19,10.587
34.0,3.9,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,31,20,16.722
21.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,19,9,1.555
36.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,46,20,13.481
36.0,4.9,Windy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,27,18,19.975
29.0,4.8,Stormy,Low,1,Snack,scooter,2.0,No,Metropolitian,15,22,12.08
20.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,21,22,11.719
24.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38,22,11.008
26.0,4.7,Cloudy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,24,19,4.538
20.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,12,23,7.646
22.0,4.9,Fog,High,0,Meal,motorcycle,2.0,No,Urban,24,13,6.211
32.0,4.9,Sunny,Low,1,Buffet,scooter,2.0,No,Metropolitian,17,8,3.116
21.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,10,18,4.682
37.0,4.8,Stormy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,28,12,6.29
33.0,4.8,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,23,10,1.49
28.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20,14.153
23.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,11,22,8.929
25.0,4.9,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,12,10,1.555
39.0,4.6,Sunny,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,17,20,19.761
36.0,4.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,19,12.421
28.0,4.6,Stormy,Jam,2,Meal,scooter,2.0,No,Metropolitian,18,19,13.83
36.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,47,22,7.602
31.0,4.0,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,20,7.79
22.0,4.9,Stormy,High,2,Drinks,scooter,2.0,No,Urban,16,11,3.064
36.0,4.6,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,21,19,19.363
32.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,19,11,3.064
21.0,4.6,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,29,20,7.79
24.0,4.1,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Urban,35,20,4.658
20.0,5.0,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,30,11,3.105
38.0,4.5,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,28,22,9.181
39.0,5.0,Sandstorms,High,0,Drinks,motorcycle,2.0,No,Metropolitian,49,14,6.21
25.0,4.8,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,21,4.538
22.0,4.6,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,30,21,10.881
20.0,4.7,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,38,21,10.906
24.0,4.5,Sunny,Medium,2,Drinks,scooter,2.0,No,Urban,12,18,4.657
25.0,4.8,Fog,Low,0,Snack,motorcycle,2.0,No,Urban,15,10,1.552
35.0,4.5,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,18,7.547
23.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,13,8,1.509
37.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Urban,35,20,16.637
36.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Urban,26,10,1.552
35.0,4.1,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,30,9,3.116
36.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,8,3.105
23.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,10,1.552
21.0,4.5,Cloudy,Medium,1,Buffet,motorcycle,2.0,No,Urban,13,17,4.406
29.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,21,4.674
29.0,4.8,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,20,18,10.425
25.0,4.5,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,10,10,3.041
26.0,4.9,Stormy,Jam,2,Meal,scooter,2.0,No,Metropolitian,23,21,16.386
30.0,4.5,Windy,Low,1,Drinks,scooter,2.0,No,Metropolitian,20,23,10.427
34.0,4.5,Cloudy,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,17,8,3.041
33.0,4.7,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35,23,10.425
26.0,5.0,Sunny,Jam,1,Snack,scooter,2.0,No,Urban,24,21,12.103
33.0,4.6,Sunny,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,24,23,4.597
35.0,4.9,Cloudy,Medium,2,Buffet,scooter,2.0,No,Urban,42,17,12.162
35.0,4.0,Fog,Medium,2,Buffet,scooter,2.0,No,Urban,42,19,12.294
38.0,4.8,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,26,9,2.937
25.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,9,2.977
35.0,4.8,Sunny,Jam,2,Buffet,scooter,2.0,No,Urban,21,20,12.237
33.0,4.9,Sunny,Jam,1,Drinks,scooter,2.0,No,Metropolitian,20,21,9.121
26.0,4.5,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,25,19,7.564
32.0,4.7,Sandstorms,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,30,18,4.596
22.0,4.6,Sunny,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,22,18,12.421
24.0,4.7,Stormy,Low,1,Snack,scooter,2.0,No,Urban,14,23,7.863
30.0,4.7,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,15,17,6.209
29.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,21,19,4.658
22.0,4.7,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,30,18,13.973
34.0,3.8,Stormy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,36,18,19.363
23.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,25,17,7.563
37.0,4.7,Windy,Low,0,Drinks,motorcycle,2.0,No,Urban,20,22,13.787
27.0,4.7,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,16,18,16.647
31.0,4.1,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,33,12,6.209
29.0,4.6,Fog,Medium,1,Snack,scooter,2.0,No,Metropolitian,16,15,6.129
30.0,4.7,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,30,14,6.037
29.0,5.0,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,11,19,4.657
39.0,5.0,Cloudy,High,0,Snack,motorcycle,2.0,No,Metropolitian,25,13,6.21
35.0,4.7,Stormy,High,1,Buffet,motorcycle,2.0,No,Metropolitian,30,11,3.06
29.0,4.6,Windy,Medium,1,Drinks,motorcycle,1.0,No,Urban,21,15,5.959
21.0,4.6,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,15,18,4.718
39.0,4.5,Sunny,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,20,10,2.98
20.0,5.0,Cloudy,Low,1,Drinks,scooter,2.0,No,Urban,11,9,1.558
37.0,4.6,Windy,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,26,23,4.561
27.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,24,18,13.583
26.0,4.6,Stormy,High,1,Drinks,scooter,2.0,No,Metropolitian,28,14,6.105
37.0,4.6,Fog,Medium,2,Buffet,scooter,2.0,No,Metropolitian,41,17,16.902
28.0,5.0,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,29,11,1.558
21.0,4.6,Windy,Low,2,Drinks,scooter,2.0,No,Metropolitian,15,10,1.553
24.0,4.6,Fog,Medium,2,Meal,scooter,2.0,No,Metropolitian,34,19,13.583
37.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,20,23,11.008
37.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,22,10,3.105
39.0,5.0,Windy,Medium,0,Drinks,motorcycle,4.0,No,Metropolitian,46,18,20.852
29.0,4.0,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,40,20,16.386
32.0,4.8,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,35,18,10.866
35.0,4.7,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,38,19,12.42
38.0,4.8,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,37,22,19.673
32.0,4.4,Stormy,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,31,17,9.315
38.0,4.9,Sandstorms,Low,1,Meal,motorcycle,2.0,No,Metropolitian,28,8,1.49
21.0,4.9,Windy,Jam,1,Meal,scooter,2.0,No,Urban,26,21,9.179
27.0,4.4,Sunny,High,0,Meal,motorcycle,2.0,No,Metropolitian,40,13,6.21
31.0,4.7,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,18,7.772
37.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,42,19,7.79
34.0,4.8,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,41,23,16.853
21.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,21,4.658
35.0,4.9,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,16,15,6.232
27.0,4.5,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Urban,44,18,12.293
23.0,4.7,Stormy,Jam,1,Meal,scooter,2.0,No,Metropolitian,25,20,10.868
39.0,4.2,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Urban,45,19,13.973
23.0,4.8,Windy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,28,20,9.349
37.0,4.9,Fog,Medium,0,Drinks,motorcycle,3.0,Yes,Metropolitian,46,18,16.368
